         Part Number        Quantity    Unit Cost   Unit Price      Total Cost     Total Price
            80767659              23        26.89        31.88          618.47          733.24
            40095023              62        18.63        24.31         1155.06         1507.22
            27470967              10        16.17        20.36          161.70          203.60
            74627727              31        23.93        28.06          741.83          869.86
            78206035              11        25.00        30.19          275.00          332.09
            28810429              81        29.49        33.01         2388.69         2673.81
            27640169              59        10.52        15.35          620.68          905.65
            77189549              21        21.15        24.64          444.15          517.44
            26782989              32        17.16        20.93          549.12          669.76
            61130267              34        10.88        14.34          369.92          487.56
            65853384              51        18.67        22.56          952.17         1150.56
            40278707              84        20.15        24.30         1692.60         2041.20
            73556705              24        21.20        25.96          508.80          623.04
            34850784              89        12.43        15.68         1106.27         1395.52
            38072280              17        22.95        28.65          390.15          487.05
            17327188              41        23.79        28.18          975.39         1155.38
            41677726              77        14.76        18.57         1136.52         1429.89
            70692724               6        19.41        22.88          116.46          137.28
            17800899              16        22.20        26.01          355.20          416.16
            86414890              27        10.02        14.42          270.54          389.34
            55473817              57        19.13        22.13         1090.41         1261.41
            75541722              78        22.80        25.97         1778.40         2025.66
            80924508              94        23.82        28.14         2239.08         2645.16
            54221156              93        13.04        18.12         1212.72         1685.16
            64853503              41        12.51        16.82          512.91          689.62
            50317035              30        22.64        25.68          679.20          770.40
            86202831              47        29.26        35.23         1375.22         1655.81
            22877827               6        16.46        21.19           98.76          127.14
            12880478              18        24.61        30.20          442.98          543.60
            65014865              54        28.95        34.28         1563.30         1851.12
            40171345              51        17.93        21.06          914.43         1074.06
            55263273              42        18.62        22.22          782.04          933.24
            35141667              98        21.15        26.43         2072.70         2590.14
            15388347              59        27.85        32.62         1643.15         1924.58
            43777863              67        16.83        20.60         1127.61         1380.20
            15555649              71        18.67        22.08         1325.57         1567.68
            31665020              26        15.76        18.78          409.76          488.28
            13201627              70        18.12        24.09         1268.40         1686.30
            39421903              19        10.45        16.29          198.55          309.51
            24467721               3        15.72        21.71           47.16           65.13
            82258988              50        17.04        20.76          852.00         1038.00
            88304184              84        18.55        23.14         1558.20         1943.76
            52968876              99        11.77        17.62         1165.23         1744.38
            53972005              43        22.81        28.51          980.83         1225.93
            53904146              33        29.37        35.22          969.21         1162.26
            68458253              17        18.28        21.32          310.76          362.44
            43849621              22        20.16        23.82          443.52          524.04
            34171236              19        24.01        29.29          456.19          556.51
            52614745              37        22.62        28.25          836.94         1045.25
            83762728              45        22.25        25.31         1001.25         1138.95
            43771833              50        18.24        21.52          912.00         1076.00
            39347416              68        18.06        23.68         1228.08         1610.24
            15917508              81        28.92        31.96         2342.52         2588.76
            60384491              55        28.17        32.53         1549.35         1789.15
            73831091              86        25.67        30.20         2207.62         2597.20
            62963680              36        17.16        22.50          617.76          810.00
            71529535              21        27.36        31.04          574.56          651.84
            35631998              79        25.89        29.56         2045.31         2335.24
            63706075              21        15.39        21.26          323.19          446.46
            49493175              39        14.55        19.03          567.45          742.17
            32913509              42        11.94        16.43          501.48          690.06
            50295179              88        23.09        28.10         2031.92         2472.80
            31803679              94        23.14        26.61         2175.16         2501.34
            36473623              16        15.21        19.89          243.36          318.24
            27640169              59        10.52        15.35          620.68          905.65
            85699185              26        13.43        19.23          349.18          499.98
            83637016              69        27.45        31.72         1894.05         2188.68
            71351528              91        18.02        21.76         1639.82         1980.16
            37303335              98        14.00        19.04         1372.00         1865.92
            31917171              58        23.27        27.29         1349.66         1582.82
            88189478              86        15.24        19.55         1310.64         1681.30
            42578554              20        17.59        21.44          351.80          428.80
            59142280              97        20.84        25.19         2021.48         2443.43
            85466608              62        12.70        16.12          787.40          999.44
            27972823              12        28.73        32.17          344.76          386.04
            43715790              31        27.98        31.68          867.38          982.08
